time,open,high,low,close,RSI,Plot,Plot,Plot,Basis,Upper,Lower,Volume,Volume MA,Histogram,MACD,Signal,Bollinger Bands Width
1547017200,4017.7,4027.5,4016.49,4016.5,52.331506804193594,4016.5519999999997,4011.4294000000014,3866.2569000000017,4016.5519999999997,4052.9887905286164,3980.115209471383,184.9366,628.4136729999998,0.530061593567178,3.333615353831192,2.803553760264014,0.018143318213540725
1547020800,4016.5,4021.97,4004.01,4017,52.536533022029936,4016.1079999999993,4011.086200000001,3867.882450000002,4016.1079999999993,4052.294862036289,3979.9211379637095,335.2192,630.5579529999998,0.3685400278082587,3.264228795024337,2.8956887672160785,0.018020861010854178
1547024400,4017.01,4028.99,4010.43,4015.33,51.73614026171687,4013.6504999999997,4010.6728000000007,3869.5758000000014,4013.6504999999997,4042.2421550591926,3985.058844940807,275.9876,606.6779529999998,0.11500702201415747,3.0394475447337754,2.924440522719618,0.01424720715428153
1547028000,4014.14,4022.9,4010.05,4019.17,53.49074992043848,4011.9404999999997,4010.1008000000015,3871.3016500000017,4011.9404999999997,4034.219449235217,3989.6615507647825,184.9122,584.2184829999999,0.16846685063971112,3.135024086019257,2.966557235379546,0.01110632086154676
1547031600,4018.06,4042.2,4016.04,4029,57.72741602229882,4011.6409999999996,4010.7302000000013,3873.0366500000014,4011.6409999999996,4032.805644954118,3990.476355045881,517.8776,493.1219329999998,0.7934252241231041,3.9583387655334263,3.164913541410322,0.010551614640551614
1547035200,4029.01,4029.01,3981.55,4011.89,49.30797526329602,4011.855499999999,4010.788000000002,3874.6871000000015,4011.855499999999,4032.938778184966,3990.7722218150325,678.5186,458.52578299999976,0.022770223296634473,3.193376320531115,3.1706060972344807,0.010510487321872253
1547038800,4011.88,4012,3993.09,4009.28,48.15422787201255,4012.165499999999,4010.5952000000016,3876.2835000000014,4012.165499999999,4032.9030258652874,3991.427974134711,452.9146,457.1851329999998,-0.6569249670212551,2.3494498884579116,3.0063748554791667,0.010337323256126033
1547042400,4009.29,4010.96,3978,3993,41.61349605299101,4011.6524999999992,4010.4930000000018,3877.7917500000017,4011.6524999999992,4033.711375651928,3989.5936243480705,463.8496,450.0130329999997,-2.1148677647828555,0.3627901495005972,2.4776579142834527,0.010997401022111813
1547046000,3993,4005,3984.92,3990.01,40.5247813926946,4010.4799999999987,4009.865600000002,3879.2322500000014,4010.4799999999987,4034.440824694707,3986.5191753052904,600.7486,446.99043299999977,-3.131216351567046,-1.4363625251753547,1.6948538263916912,0.011949105690445142
1547049600,3990.01,4009,3990,3999.99,45.63719262264368,4010.1709999999994,4009.3254000000015,3880.6649500000017,4010.1709999999994,4034.5027076269116,3985.839292373087,510.1486,452.28738299999975,-2.982651794496495,-2.0334609167289273,0.9491908777675675,0.01213499754843983
1547053200,4000,4005,3993.5,4002.92,47.075553365671944,4010.324499999999,4009.1730000000016,3882.2041500000023,4010.324499999999,4034.4315226090594,3986.2174773909383,433.5106,448.6018829999997,-2.554846709694428,-2.244367509350468,0.31047920034396026,0.012022479781404501
