time,open,high,low,close,RSI,Plot,Plot,Plot,Basis,Upper,Lower,Volume,Volume MA,Histogram,MACD,Signal,Bollinger Bands Width
1607915940,19285.4,19285.4,19278.63,19279.07,46.50604226980392,19304.4215,19256.783399999997,19126.63944999999,19304.4215,19338.945739749397,19269.897260250604,5.74905,11.960064500000009,-7.706127579282516,10.122017763376789,17.828145342659305,0.0035768219989805606
1607916000,19278.83,19278.9,19276.53,19276.54,45.55155473754978,19304.1485,19258.673799999997,19127.35694999999,19304.1485,19339.455098399732,19268.841901600266,3.51678,11.771280500000008,-8.187866500621345,7.593312216882623,15.781178717503968,0.003657928594958027
1607916060,19276.54,19285.18,19276.54,19285.17,49.36883262537139,19304.71,19260.8304,19128.20919999999,19304.71,19338.397100788505,19271.022899211493,10.61909,12.061887500000008,-7.653717187174156,6.2140322335362725,13.867749420710428,0.0034900395591029995
1607916120,19285.17,19285.18,19276.64,19277.45,46.245427761619055,19304.874999999996,19262.979399999997,19128.853399999993,19304.874999999996,19337.98920630814,19271.760793691854,4.46926,12.188344500000008,-7.536804232597209,4.446744129963918,11.983548362561127,0.0034306574176877565
1607916180,19277.46,19277.47,19255.18,19255.18,38.64911879362103,19300.967499999995,19264.609599999996,19129.46334999999,19300.967499999995,19337.946651354858,19263.988348645133,14.27718,9.361818000000008,-8.59890482198098,1.2349173350849014,9.833822157065882,0.0038318443212613626
1607916240,19253.63,19263.28,19251.88,19255.82,38.95942955979584,19297.900499999996,19266.1046,19130.08874999999,19297.900499999996,19338.94988024594,19256.851119754054,13.38652,8.861807500000008,-8.862649869964809,-1.2444901803901303,7.618159689574679,0.004254284578360461
1607916300,19255.83,19255.83,19242.72,19245,35.674224037947624,19294.589999999997,19267.102799999997,19130.79864999999,19294.589999999997,19341.12469672929,19248.055303270703,6.47954,8.580087500000008,-9.323325835649857,-4.035997604987642,5.287328230662214,0.004823600473427371
1607916360,19245,19265.48,19240.59,19262.9,44.075790416331245,19292.320999999996,19268.4208,19131.72429999999,19292.320999999996,19340.365277035322,19244.27672296467,7.37269,8.781286000000007,-8.02919183967563,-4.7491615689323226,3.2800302707433064,0.004980663242678334
1607916420,19262.64,19264.97,19255.04,19257.01,42.12606664444679,19289.646499999995,19269.6622,19132.64559999999,19289.646499999995,19339.27430360318,19240.01869639681,4.96465,8.545908000000008,-7.2029396684574944,-5.723644314828562,1.4792953536289326,0.005145537903266768
1607916480,19257,19262.07,19252.63,19258.75,42.92923266440116,19286.153,19270.5528,19133.557399999987,19286.153,19334.124165544657,19238.18183445534,3.08691,8.174105500000007,-6.209914533312273,-6.283097813011409,-0.07318327969913585,0.004974674373335005
1607916540,19259.96,19265,19258.75,19264.61,45.66413584276131,19283.304499999995,19271.5726,19134.48759999999,19283.304499999995,19329.245577686004,19237.363422313985,0.9603,7.9862855000000055,-4.887332927499677,-6.182349439073732,-1.2950165115740553,0.004764855285670517
1607916600,19264.08,19265,19258.74,19258.8,43.4413639500506,19281.053999999996,19272.6784,19135.44019999999,19281.053999999996,19327.166065838148,19234.941934161845,6.17858,7.107876000000006,-4.161136540085437,-6.496437186680851,-2.3353006465954143,0.0047831478339463674
1607916660,19260,19265,19255.35,19255.35,42.129954557661655,19278.416499999996,19273.4802,19136.411199999988,19278.416499999996,19324.07106045994,19232.76193954005,4.07803,6.949353500000006,-3.686717509780669,-6.9436975338212505,-3.2569800240405815,0.004736339258978565
1607916720,19255.09,19255.09,19230.99,19230.99,34.26452530520379,19274.376999999997,19273.7396,19137.26804999999,19274.376999999997,19321.772132698774,19226.98186730122,3.13878,6.8389230000000065,-4.721002054157161,-9.158232591737033,-4.437230537579872,0.004917941856048283
1607916780,19231,19253.44,19231,19253.43,44.53679977685428,19270.870999999996,19274.447,19138.188799999993,19270.870999999996,19313.312595582145,19228.429404417846,4.09223,6.099294000000007,-3.6492670804961964,-8.998814388200117,-5.34954730770392,0.004404740769854109
1607916840,19253.44,19263.42,19245.66,19245.66,42.08450920753052,19267.436999999994,19274.999,19139.067799999993,19267.436999999994,19306.2097703934,19228.664229606587,2.83924,5.943202000000007,-3.2333161976724982,-9.391192554794543,-6.157876357122045,0.00402469414000492
1607916900,19245.65,19251.03,19238.12,19247.06,42.69675224920456,19264.408499999994,19275.7116,19139.97314999999,19264.408499999994,19299.43119908663,19229.38580091336,1.57681,5.861298500000007,-2.657625552087408,-9.479908297231304,-6.822282745143896,0.0036360004602929647
1607916960,19247.07,19250.7,19238,19242.14,41.05423902844095,19261.616499999996,19275.8464,19140.883849999995,19261.616499999996,19294.314764346298,19228.918235653695,5.67206,5.521986500000008,-2.4092621419103795,-9.83386042253187,-7.424598280621491,0.0033951734369025146
1607917020,19242.13,19246.84,19240.35,19246.84,43.29826470171892,19259.222999999994,19276.1394,19141.786149999993,19259.222999999994,19288.73391601165,19229.71208398834,2.34395,5.539325500000008,-1.7596636001799002,-9.624177780846367,-7.8645141806664665,0.0030646008939878167
1607917080,19246.84,19253.73,19246.01,19246.7,43.24545295230297,19257.223499999996,19276.5808,19142.601399999996,19257.223499999996,19284.341391707487,19230.105608292506,1.56786,5.318475500000008,-1.1974985437642154,-9.361387360371737,-8.163888816607521,0.002816386454411805
1607917140,19245.79,19245.8,19243.45,19245.7,42.84347576492386,19255.554999999997,19276.977799999997,19143.384199999993,19255.554999999997,19281.154780847493,19229.9552191525,0.64094,5.063070000000009,-0.7717585727380225,-9.12858703253005,-8.356828459792027,0.002658950193593146
1607917200,19245.8,19246.73,19241.42,19241.42,41.08330507951091,19253.798999999995,19277.3108,19144.12259999999,19253.798999999995,19278.18957677494,19229.40842322505,2.49923,5.012192500000008,-0.6614081384477792,-9.183588632851752,-8.522180494403973,0.0025335858938743115
1607917260,19241.43,19241.43,19237.99,19238,39.680447231841455,19251.440499999997,19277.477199999998,19144.84139999999,19251.440499999997,19272.074062426094,19230.8069375739,3.10496,4.6364860000000085,-0.6981318339654621,-9.3948452868608,-8.696713452895338,0.002143586338497355
1607917320,19238,19257.65,19233.1,19257.65,50.20202973499279,19250.4505,19278.045,19145.62969999999,19250.4505,19267.603816246963,19233.297183753035,1.97734,4.511890000000008,0.648751059994094,-7.88577462790272,-8.534525687896814,0.0017821210206965387
1607917380,19257.64,19276.97,19250.08,19273.88,56.89063046693489,19251.385499999997,19278.7008,19146.449349999988,19251.385499999997,19271.28660594968,19231.484394050312,26.61571,5.128816500000008,2.572510887254256,-5.318887078828993,-7.891397966083249,0.0020674985652003367
1607917440,19273.88,19273.88,19256.28,19258.87,50.178121415774875,19251.537999999997,19278.4054,19147.174049999987,19251.537999999997,19271.61862705989,19231.457372940105,2.78741,4.598861000000007,2.7574722409978927,-4.444557664835884,-7.2020299058337764,0.002086132241475088
1607917500,19255,19275,19255,19275,56.163824292619566,19253.037999999997,19278.423199999997,19147.97629999999,19253.037999999997,19275.304018566196,19230.771981433798,6.65721,4.607744500000008,3.823889632129232,-2.422167865672236,-6.246057497801468,0.002312987546817174
1607917560,19274.49,19274.49,19268.41,19270.54,54.223959512752884,19253.419999999995,19277.9124,19148.81644999999,19253.419999999995,19276.59334847064,19230.24665152935,3.74449,4.426334500000007,4.064162113073822,-1.165854856459191,-5.230016969533013,0.0024071929527996155
1607917620,19270.54,19270.54,19265.31,19268.42,53.2818960878167,19253.990499999993,19277.3404,19149.63819999999,19253.990499999993,19278.034721316442,19229.946278683543,2.35332,4.295768000000007,3.9140977746947794,-0.3373947511645383,-4.251492525859318,0.0024975831702471964
1607917680,19269.92,19269.93,19255,19255,47.63957110362037,19253.802999999993,19276.713200000002,19150.39999999999,19253.802999999993,19277.754142011894,19229.85185798809,4.50344,4.366594500000007,2.797183878927227,-0.7550126772002841,-3.552196556127511,0.0024879388255817873
1607917740,19251,19256.74,19239.74,19251,46.073464032704955,19253.122499999994,19275.786200000002,19151.23669999999,19253.122499999994,19276.574962443035,19229.670037556953,2.20948,4.429053500000006,1.7276049288950608,-1.3926903950086853,-3.120295323903746,0.0024362243000366768
1607917800,19251,19251,19232.06,19246.79,44.41836875115937,19252.521999999994,19275.082000000002,19152.10404999999,19252.521999999994,19275.977253224948,19229.06674677504,3.33651,4.286950000000006,0.7264244312822479,-2.2122647848009365,-2.9386892160831843,0.0024365902010089393
1607917860,19245.93,19248.42,19237.9,19248.42,45.238601038864104,19252.175499999994,19274.571600000003,19152.953949999992,19252.175499999994,19275.65814079438,19228.692859205607,3.66268,4.266182500000006,0.1916377830780398,-2.6991419872356346,-2.8907797703136744,0.002439479194897991
1607917920,19246.89,19249.54,19242.55,19242.55,42.78965328458215,19252.753499999995,19273.939600000005,19153.788749999992,19252.753499999995,19274.636439717942,19230.87056028205,0.59232,4.138859500000007,-0.5018570959775248,-3.51810114028558,-3.0162440443080554,0.0022732270184570758
1607917980,19244.73,19254.93,19240.2,19254.11,48.681466950118875,19252.787499999995,19272.355200000005,19154.58289999999,19252.787499999995,19274.676650614776,19230.898349385214,1.5128,4.009888000000006,-0.1449873577550056,-3.1974782415018126,-3.052490883746807,0.002273868198543313
