time,open,high,low,close,RSI,Plot,Plot,Plot,Basis,Upper,Lower,Volume,Volume MA,Histogram,MACD,Signal,Bollinger Bands Width
1425578400,267.59,281.09,265.45,276.86,60.597110484993536,269.47799999999995,253.6654000000002,247.12324999999987,269.47799999999995,289.4038069849124,249.5521930150875,4986.75856,3692.7682330000025,-1.1448529668122678,6.084552837535625,7.229405804347893,0.1478844802537681
1425600000,276.54,280,274.15,275.11,58.61259918431585,270.4939999999999,254.2556000000002,246.99879999999987,270.4939999999999,289.364749216712,251.6232507832878,2545.34592,3748.835252000003,-1.1043104710733145,5.84901771550625,6.953328186579564,0.13952804288976553
1425621600,275.11,275.11,270.2,271.38,54.51461676923955,271.34649999999993,254.7634000000002,246.50569999999985,271.34649999999993,288.6987382129798,253.9942617870201,1156.09371,3771.0511055000034,-1.3224414923460435,5.30027632114701,6.622717813493053,0.12789726945422067
1425643200,271.35,275.58,269.12,272.56,55.572859585784215,272.51899999999995,255.2884000000002,245.98349999999985,272.51899999999995,286.5547855497979,258.483214450202,2691.75641,3769.4942765000037,-1.3749104331552067,4.9040797720490445,6.278990205204251,0.10300775762275613
1425664800,272.41,275.25,270.55,273.23,56.196026599038326,273.16849999999994,255.8464000000002,245.45964999999987,273.16849999999994,286.0239350762565,260.31306492374335,3751.65766,3679.0314795000036,-1.350208392313652,4.591229714812187,5.941438107125839,0.09412091859974035
1425686400,273.22,274.1,270.85,272.8,55.656453903793555,273.75649999999996,256.60240000000016,244.93364999999986,273.75649999999996,285.3533224527204,262.1596775472795,1576.86991,3589.2624040000032,-1.3455540291771557,4.259495570654394,5.60504959983155,0.08472363178752257
1425708000,272.67,272.91,270.55,272.41,55.13933936503451,274.3784999999999,257.31400000000014,244.40569999999988,274.3784999999999,284.14004962082925,264.6169503791706,876.4596,3523.835513000003,-1.3480896550819157,3.919937530979155,5.268027186061071,0.07115389595634738
1425729600,272.43,277.5,272.16,276.33,59.23877941514975,274.9554999999999,258.0876000000002,243.8973499999999,274.9554999999999,283.69220069304765,266.2187993069522,1315.08897,3387.6358210000026,-1.0768722050560724,3.92193692974098,4.998809134797052,0.0635499249372916
1425751200,276.43,279.44,275.75,276.89,59.80388499853987,274.965,258.94320000000016,243.3917999999999,274.965,283.70967723817796,266.220322761822,2453.58581,3079.2694315000026,-0.8602622382545144,3.9234813369789094,4.783743575233424,0.06360574791830223
1425772800,276.86,278.97,276.16,277.72,60.674118175566754,275.02299999999997,259.73740000000015,242.8948999999999,275.02299999999997,283.8244273842294,266.2215726157705,1495.14787,2937.4798555000025,-0.6700427555209512,3.9461901308322354,4.6162328863531865,0.0640050278284321
